Date,QQQ,TLT
2015-11-05,106.23255157470703,90.44915771484375
2015-11-06,106.30662536621094,89.12352752685547
2015-11-09,105.17680358886719,88.62175750732422
2015-11-10,104.90821075439453,88.88389587402344
2015-11-11,104.77857971191406,88.69662475585938
2015-11-12,103.75987243652344,89.12352752685547
2015-11-13,101.72245025634766,89.63287353515625
2015-11-16,103.1856689453125,89.5504379272461
2015-11-17,103.2505111694336,89.70022583007812
2015-11-18,105.23234558105469,89.8874740600586
2015-11-19,105.30645751953125,90.48661041259766
2015-11-20,106.01953887939453,90.20951843261719
2015-11-23,105.71391296386719,90.48661041259766
2015-11-24,105.6213150024414,90.47915649414062
2015-11-25,105.71391296386719,90.6888198852539
2015-11-27,105.86207580566406,90.59898376464844
2015-11-30,105.59353637695312,90.95842742919922
2015-12-01,106.64930725097656,92.18708801269531
2015-12-02,105.99175262451172,92.21707916259766
2015-12-03,104.19513702392578,89.71031188964844
2015-12-04,106.63075256347656,90.49836730957031
2015-12-07,106.14918518066406,91.37646484375
2015-12-08,106.15846252441406,91.42152404785156
2015-12-09,104.54705810546875,91.32396697998047
2015-12-10,105.01937866210938,91.44401550292969
2015-12-11,102.60224151611328,92.8850326538086
2015-12-14,103.38016510009766,91.68418884277344
2015-12-15,104.00990295410156,91.14382934570312
2015-12-16,105.55648803710938,90.94869232177734
2015-12-17,104.01917266845703,91.97689056396484
2015-12-18,102.0238265991211,92.48722076416016
2015-12-21,103.15711975097656,92.46473693847656
2015-12-22,103.8352279663086,91.79680633544922
2015-12-23,104.60626983642578,91.10628509521484
2015-12-24,104.5876693725586,91.6282730102539
2015-12-28,104.53191375732422,91.89901733398438
2015-12-29,106.1761245727539,90.37223815917969
2015-12-30,105.21932220458984,90.2820053100586
2015-12-31,103.90957641601562,90.68812561035156
2016-01-04,101.71729278564453,91.3424301147461
2016-01-05,101.54077911376953,90.973876953125
2016-01-06,100.5654296875,92.19986724853516
2016-01-07,97.41636657714844,92.3653335571289
2016-01-08,96.61751556396484,92.77899169921875
2016-01-11,96.91474914550781,91.76362609863281
2016-01-12,98.03874969482422,93.08734130859375
2016-01-13,94.657470703125,94.00489044189453
2016-01-14,96.67321014404297,93.12496185302734
2016-01-15,93.67281341552734,94.57648468017578
2016-01-19,93.87714385986328,94.28317260742188
2016-01-20,93.58919525146484,95.27594757080078
2016-01-21,93.6821060180664,94.6291275024414
2016-01-22,96.39452362060547,94.26812744140625
2016-01-25,94.9639663696289,94.77960968017578
2016-01-26,95.81861877441406,94.82467651367188
2016-01-27,93.43128967285156,94.8021011352539
2016-01-28,94.75033569335938,94.93748474121094
2016-01-29,96.72895812988281,95.74227142333984
2016-02-01,96.98907470703125,95.44913482666016
2016-02-02,94.88970184326172,97.21988677978516
2016-02-03,94.43453216552734,96.41364288330078
2016-02-04,94.42520904541016,96.88081359863281
2016-02-05,91.14613342285156,96.99385833740234
2016-02-08,89.75273895263672,99.0810775756836
2016-02-09,89.47406005859375,99.18658447265625
2016-02-10,89.8177719116211,100.06070709228516
2016-02-11,89.68769073486328,100.76146697998047
2016-02-12,91.0532455444336,99.08866119384766
2016-02-16,93.10615539550781,98.041259765625
2016-02-17,95.21481323242188,97.43840026855469
2016-02-18,94.12799072265625,98.63653564453125
2016-02-19,94.4066390991211,98.71942901611328
2016-02-22,95.93936920166016,98.66667175292969
2016-02-23,94.36018371582031,99.06598663330078
2016-02-24,95.26127624511719,98.8701171875
2016-02-25,96.199462890625,99.22427368164062
2016-02-26,96.07874298095703,98.2673110961914
2016-02-29,95.21481323242188,98.69684600830078
